experience,job_description,job_desig,job_type,key_skills,location,company_name_encoded
13,5450,6876,,7526,609,635
47,9483,12282,,13618,612,601
5,9484,12283,,13619,1567,2135
16,9485,12284,,13620,7,1320
12,7653,697,Analytics,4,4,163
8,6257,7922,,8723,4,911
22,4929,1216,analytics,6767,52,1658
37,1590,1987,analytics,2099,4,1068
22,27,12285,,13621,1568,1953
26,9486,12286,,13622,178,568
19,651,814,Analytics,837,7,2036
27,4343,5482,,5964,25,2185
6,6688,8487,,9356,1184,402
14,1616,415,,2142,67,740
17,8548,10300,,12169,13,1881
30,9487,12287,,13623,7,517
22,9488,12288,,1141,7,862
37,6476,8213,analytics,9058,322,2601
40,9489,12289,,13624,4,1725
13,8342,10714,,5613,22,2262
7,7,7,Analytics,7,3,1115
19,1967,2453,Analytics,2617,468,2396
10,4442,10960,Analytics,12120,11,1114
5,27,12290,,13625,22,104
16,2901,3633,Analytics,3906,22,1956
42,27,12291,,13626,15,1335
16,27,2760,,2948,15,1012
35,5734,691,Analytics,707,13,2641
35,27,5639,,6137,7,41
8,2380,2959,,3170,27,79
15,9490,12292,,13627,836,357
24,9491,1553,,13628,13,596
53,27,12293,,8797,5,1623
52,6578,12294,,9199,4,910
11,1137,1422,,1480,13,586
27,9492,12295,,13629,113,273
5,1408,1339,,1846,31,2385
22,8666,11158,Analytics,12346,13,599
15,9493,12296,Analytics,13630,1569,1211
26,27,9879,,10927,13,1843
6,1708,2599,,2774,15,161
46,297,377,Analytics,384,13,2435
9,27,12297,,13631,228,1749
6,3085,3863,Analytics,4171,638,1639
49,9251,1521,,13268,7,2628
19,9494,12298,,13632,4,2597
15,3688,191,,673,22,2229
27,2185,2731,,2916,508,2013
12,9495,697,,13633,4,163
27,6827,8679,,9556,4,1766
39,9496,12299,,13634,369,2421
20,5555,6996,,7667,7,1003
56,5486,6922,,13635,14,2239
35,9497,1101,analytics,13636,22,2229
44,2088,2613,Analytics,2790,4,517
20,9498,12300,,13637,15,1244
17,9499,11,,13638,13,338
10,3678,4595,,4990,6,2043
5,9500,12301,,13639,5,66
10,7329,9338,,10297,4,1245
3,2521,3139,,3364,5,5
31,27,279,,59,1386,654
40,27,12302,,13640,1350,1751
15,9501,12303,,13641,4,907
27,1186,11799,Analytics,13062,3,1114
13,4144,5216,Analytics,5670,4,107
56,4341,5479,,5961,13,1934
87,6518,8270,,9116,7,515
22,9502,12304,,13642,4,2065
4,12,745,Analytics,762,11,1125
19,651,814,Analytics,837,7,2036
6,389,485,,12435,4,2190
17,4385,5545,,6032,5,2361
54,27,301,,304,1570,169
16,3176,3990,Analytics,4311,3,2222
22,9503,12305,,13643,4,1306
23,7487,9534,analytic,10533,217,2492
46,705,12306,,13644,518,239
53,7932,4185,,11200,122,2021
47,9504,12307,,13645,5,1301
13,9505,12308,,13646,13,2241
35,9506,12309,,13647,4,196
1,3665,4579,,4972,47,2498
39,6174,7810,,8593,4,1188
18,27,12310,,13648,1571,375
30,2117,4635,,5033,13,1491
12,9507,12311,analytics,13649,1051,148
17,408,510,,11747,11,1125
26,27,12312,,13650,22,620
37,3467,4339,Analytics,4701,701,1365
6,7802,9947,,10999,5,1390
6,2612,3264,Analytics,3507,11,1881
21,27,10091,Analytics,11144,362,771
100,1351,11038,,6909,4,2251
40,27,4853,,86,1572,824
31,2921,12313,,3938,4,1244
1,27,12314,Analytics,11477,7,159
35,3379,4234,Analytics,4579,684,546
19,8977,11591,,12834,22,578
20,8266,10602,,11722,3,2474
15,9508,12315,,13651,13,750
35,102,1574,,13652,91,530
24,9509,12316,,13653,7,870
39,9463,12250,,13583,4,2637
6,27,11407,,12632,1477,689
20,27,12317,,5545,790,1479
27,9510,12318,,13654,13,156
19,9511,12319,,13655,271,1387
8,9512,12320,,13656,39,740
19,9095,433,,13009,13,2052
5,9513,8630,,13657,4,1792
17,7156,7321,,10040,13,2434
26,27,12321,,13658,25,2698
6,9480,12279,,13614,1566,2226
27,6294,7964,,8773,4,1132
40,27,433,,13659,48,1695
15,27,10040,,11086,22,1866
19,163,12322,,193,1573,331
16,6099,12323,,13660,1574,1862
37,9514,12324,,13661,7,2672
22,27,2317,,4320,4,104
22,9515,12325,,13662,108,2006
12,5245,12210,,7236,649,672
111,9516,12326,,13663,4,2639
37,8234,10559,,11673,5,1763
46,8865,11434,,12661,5,2631
22,27,12327,,13664,670,2260
61,6322,11,,8817,4,2220
9,27,12328,,13665,1575,2234
4,4303,5433,,5913,837,1253
22,27,11628,,9286,6,439
31,27,11,,13666,31,679
35,27,12329,,13667,48,601
22,27,12330,,13668,4,104
9,9517,12331,,13669,1576,1650
22,6735,994,,9421,7,104
23,1695,12332,,2253,15,1306
18,8815,11365,,12584,13,908
20,9518,12333,,13670,1577,2124
53,9519,12334,,13671,4,1318
10,27,1244,,13672,1578,2416
12,1470,1829,Analytics,1922,11,1125
4,9520,12335,Analytics,13673,7,279
16,3176,3990,Analytics,4311,3,2222
21,9521,12336,,13674,378,98
52,27,7579,,8328,4,1504
22,27,11854,Analytics,4870,7,594
50,5402,6803,,7450,15,1567
13,9522,5378,,13675,13,119
22,9523,12337,Analytics,13676,34,1917
77,4116,6423,Analytics,7032,4,1682
19,27,12338,,13677,5,2215
35,6900,8773,Analytics,9655,4,77
17,4143,5214,analytics,5668,4,2287
5,9524,12339,,13678,113,1551
24,9525,12340,,13679,1480,1858
20,8403,10801,,11938,13,1918
50,9526,12341,,13680,4,1881
6,9527,12342,,13681,4,2637
5,27,8830,,13682,3,1903
18,27,12343,,13683,5,2283
22,9528,12344,,13684,3,116
50,102,121,,3638,91,1881
12,6737,8557,Analytics,9426,4,1062
8,27,10983,Analytics,2372,13,105
20,484,1117,analytics,13685,14,2435
54,27,12345,Analytics,13686,49,1578
49,27,12346,Analytics,13687,45,1169
5,27,4828,,5251,22,746
37,9529,12347,,13688,5,1763
40,8243,119,,11687,7,104
27,12,1610,Analytics,12,3,1125
6,27,12348,,13689,152,1487
26,6828,8680,Analytics,9557,7,2077
37,3487,4630,Analytics,4730,22,2350
13,27,12349,,1315,3,1261
3,9530,1802,,13690,1579,282
20,9531,42,,13691,5,989
20,27,12350,,13692,13,106
31,27,279,,59,796,654
47,8683,401,Analytics,12376,6,356
53,7389,7358,,13693,5,2548
41,27,9275,,10221,5,220
14,27,466,,13694,13,2696
24,9532,12351,,13695,25,394
75,9533,12352,,13696,15,1834
13,339,422,,13697,52,873
9,518,644,,659,4,1412
17,9116,11783,,13042,13,907
56,4237,5341,Analytics,5807,220,1251
31,9534,12353,,13698,4,1244
6,27,1266,,2224,15,83
26,9535,12354,,13699,3,566
22,9536,12355,,13700,34,2433
17,8162,697,,11564,5,1876
20,27,12356,,13701,22,1409
15,1627,2038,Analytics,2157,15,2172
22,9537,11,,13702,34,1896
1,4059,5096,,5531,15,1038
17,27,12357,,13703,271,174
31,27,12358,,6004,15,884
24,27,12359,,13704,6,735
77,4575,5775,,6287,15,2082
12,9538,12360,,13705,412,2211
16,7458,9498,,10487,4,1709
6,9539,12361,,13706,6,1617
35,9540,12362,,13707,1580,134
15,3946,4951,Analytics,11299,4,397
16,3076,3847,,4155,4,1709
9,4182,5263,Analytics,5722,13,603
41,264,334,Analytics,338,5,1115
14,9541,10545,,13708,7,185
26,9542,12363,,13709,13,2173
39,8553,11007,,12177,7,1622
5,27,355,,13710,1581,1782
11,2939,12364,,13711,4,2194
1,3110,868,,4206,7,154
15,8172,10472,,11577,7,2258
18,27,2020,,2136,1582,1084
18,27,12365,,13712,15,51
14,3341,191,,4531,6,1979
56,3922,4924,Analytics,5350,7,2077
31,27,12366,,13713,1583,1171
35,3279,4109,,4443,7,1567
35,9543,5572,analytics,13714,74,1850
37,4200,5290,,5750,4,2066
65,3996,5021,,5445,227,1911
57,884,12367,,3849,4,2039
13,9544,12368,,13715,7,135
10,27,9024,Analytics,9933,3,1366
32,135,3376,Analytics,3627,4,1588
12,9545,12369,,13716,5,311
33,9546,12370,,13717,4,485
45,9547,12371,,13718,535,2602
35,4370,5522,,6005,13,2435
81,9548,12372,,13719,390,1641
14,9549,12373,,13720,13,1564
6,27,11,,13721,22,696
31,27,279,,59,1313,654
75,9550,5249,,13722,13,1506
42,6059,7653,,8410,7,2319
13,2225,7795,analytics,8573,3,1125
22,9551,1749,,13723,13,2171
5,27,12374,,13724,1584,2544
56,9552,7862,,13725,446,2074
38,9553,12375,,13726,5,2631
10,5754,7248,,7951,5,684
16,27,7104,,7785,1031,365
21,6936,478,,9710,649,305
36,27,12376,,13727,13,1787
5,27,12377,,13728,7,2698
8,5295,9198,,10122,1244,121
26,27,297,,13313,6,2343
30,27,12378,,13729,49,360
37,7473,1246,,10513,4,1762
6,3644,4554,,4944,728,1808
16,7706,85,analytics,10866,15,565
52,9554,12379,,13730,13,1111
9,9555,11,,13731,4,473
35,2724,3400,Analytics,11153,6,665
30,7554,9623,Analytics,10627,13,963
22,9556,12380,,13732,7,1251
45,27,12381,,13733,4,1764
35,27,12382,,13734,4,1034
31,5799,12383,,13735,4,1244
17,2375,2953,Analytics,3164,4,783
20,8242,466,,11684,13,1202
39,9401,12179,,13495,11,2672
31,7013,8926,analytics,9820,152,2596
1,9557,12384,,13736,4,2384
12,9558,12385,,13737,7,1469
22,29,2342,,2496,4,104
22,4729,5964,,13738,4,486
35,9559,12386,,13739,52,232
1,9560,12387,,13740,48,1
13,339,422,,3961,52,873
5,9561,12388,,13741,22,189
5,9562,12389,,13742,4,416
22,3746,4694,,5100,4,147
5,9563,12390,,13743,3,1125
6,27,12391,,13744,13,1076
1,9564,9152,Analytics,13745,15,1196
40,9565,12392,,13746,4,464
14,27,12393,,13747,271,2582
16,27,12394,,13748,1582,808
8,9566,12395,,13749,1585,1633
22,27,7349,,13750,15,104
22,9567,12396,,13751,22,2257
13,9568,12397,,13752,1192,1221
17,9569,12398,,13753,13,516
49,6388,11,,8924,3,803
81,27,671,,13754,15,104
18,8742,278,,12474,6,1500
19,2204,2753,,2941,4,716
14,552,2261,,8131,13,156
35,9570,12399,Analytics,13755,4,1682
27,5077,6380,,6986,5,951
30,6560,8322,,9175,108,1275
35,27,12400,,13756,354,914
17,2216,5356,analytics,5824,4,1126
23,1232,1543,Analytics,1614,11,1881
3,4661,5882,,6400,5,1968
22,9571,12401,analytics,13757,6,1154
13,174,6633,,1257,554,1115
24,9572,12402,,13758,4,740
50,9573,12403,,13759,4,1552
22,953,2444,,13760,13,236
17,27,307,,310,3,1522
6,704,883,,908,4,1029
35,9574,12404,,13761,1493,1295
35,2519,3137,Analytics,3362,3,1967
30,27,401,,13762,1156,1810
47,5206,6548,,13763,4,1710
35,27,3731,Analytics,4025,504,423
16,27,9882,,10931,4,420
22,9575,12405,,13764,11,1114
17,1464,12406,,13765,5,740
9,27,12407,,13766,15,1466
6,27,11720,,12965,1379,1669
92,7056,12177,,9888,169,1741
46,27,256,,13767,5,1196
39,559,698,,714,7,1012
43,9576,12408,,13768,15,1051
1,27,12409,,13769,3,495
47,1924,2399,,2557,13,2428
54,27,5593,ANALYTICS,6084,5,1368
26,27,12410,,13770,25,755
45,27,8608,analytics,9477,15,791
52,257,320,Analytics,324,45,1167
49,4782,11,,6570,5,1607
30,9577,12411,,13771,3,907
22,9578,12412,,13772,254,778
22,29,8997,,9902,22,104
22,9579,4057,,13773,22,2339
26,5818,7335,,8044,1056,1194
12,9580,12413,analytics,13774,4,2587
16,9581,12414,,13775,5,1425
27,27,9340,,10299,22,2402
18,27,12415,,2942,48,1510
26,2677,3339,analytics,3586,13,1843
35,8615,11083,,12263,120,2258
12,9582,12416,,13776,1586,2717
39,2730,3410,Analytics,3665,5,1646
65,27,5827,Analytics,13777,104,645
52,7896,10084,,11138,1082,1791
16,555,847,Analytics,872,13,5
37,4481,5659,,6159,485,2141
19,9583,12417,,13778,13,2461
8,683,856,,881,4,219
4,544,681,Analytics,695,14,1125
39,3074,3845,,4153,34,34
14,27,12418,,13779,7,1409
20,3069,12419,,13780,5,1603
22,3130,3916,,4234,4,2685
45,27,415,,2730,4,1884
16,9584,12420,,13781,67,1808
31,27,279,,59,1375,654
22,9585,12421,,13782,4,1814
25,9586,12422,,13783,13,1170
22,27,119,,11687,7,104
40,27,119,,13784,7,104
37,3061,3833,ANALYTICS,1767,18,837
22,4577,3027,,3714,15,862
35,8829,11384,,12605,4,202
6,9587,12423,analytics,13785,13,601
27,27,12424,,13786,4,172
24,9588,12425,,13787,4,2360
35,27,12426,,13788,7,2467
19,1041,1307,,1356,91,32
15,3588,4493,,4873,5,2054
18,27,466,,8632,3,22
46,4842,6092,Analytics,6650,15,1920
30,4459,12126,,13789,48,1888
14,1226,11468,,12694,5,1239
59,6100,12427,,13790,4,162
45,27,146,,13791,13,2466
37,6026,7607,,8360,4,153
40,27,12428,,13792,7,2675
35,9589,12429,,13793,4,839
6,1412,2781,Analytics,1851,56,886
9,2148,259,,10035,502,2333
12,9590,12430,,13794,4,579
68,9591,12431,,13795,3,1375
35,867,1092,Analytics,1126,11,1114
22,5341,6721,Analytics,7366,5,96
8,7877,2605,Analytics,11113,5,1946
19,2586,3223,,3459,4,2066
38,6792,8634,,9503,13,2704
37,5147,6481,,7095,547,2114
22,27,639,,10014,15,104
54,2725,12432,,13796,582,1093
6,2032,2542,,2709,86,433
15,9592,12433,,13797,13,2672
27,9593,12434,,13798,4,2163
24,5061,6363,,6965,13,858
6,9019,11652,,12895,184,1697
17,8974,11585,,12829,13,464
14,539,9084,,689,4,2741
26,3138,3926,,4245,13,2714
22,1678,2105,,2229,5,2017
24,9594,12435,,13799,34,741
24,27,8173,,9013,649,1266
19,6109,7722,,8487,1100,2258
18,27,12436,,6558,15,1778
14,1842,2301,,2448,4,2460
17,27,10948,,13800,4,104
43,27,713,,729,15,2112
10,9467,12256,,13591,4,104
56,699,877,,902,201,283
6,388,481,Analytics,493,4,1682
18,27,12437,,13801,627,2128
11,9595,12438,,13802,358,2482
14,5689,7164,,7853,11,7
8,6653,4920,,9300,22,2492
22,29,9394,,12452,4,104
35,2548,3179,,3407,266,2382
43,2659,3321,,2921,4,1204
27,5006,6289,,6876,612,1019
6,9596,12439,,13803,22,970
22,9597,12440,,13804,4,163
40,27,12441,,13805,34,177
14,8134,10427,,11522,1373,1005
14,27,9661,,10673,15,2047
5,27,8215,,9060,6,2418
27,27,6880,analytics,7531,7,590
3,9598,12442,,13806,5,655
35,9599,12443,,13807,4,482
27,2713,3383,,3634,581,1420
6,1347,1687,Analytics,1770,5,926
53,9600,12444,,13808,4,740
24,9601,12445,,13809,63,1015
4,12,745,Analytics,762,11,1125
16,5429,6849,,7495,4,412
45,27,10754,,11887,16,2625
22,5134,145,,7080,970,1610
26,27,2008,,2123,406,983
19,490,611,Analytics,624,4,1125
16,5641,7110,,7793,13,360
54,27,12446,,3323,978,581
14,9602,12447,analytics,13810,14,2190
35,6785,9499,,10488,1076,1495
4,8038,10293,,11380,4,285
18,583,731,,748,4,862
10,722,145,,933,173,1336
1,9603,12448,analytics,13811,4,1198
6,27,8159,,8996,4,1071
104,9604,12449,,13812,4,2258
8,9431,12213,,13536,14,1638
6,1795,2244,Analytics,2385,22,1051
8,27,671,,10116,5,104
18,9605,10815,,13813,4,1244
9,7635,9738,Analytics,10760,7,314
24,27,1178,,6694,4,104
31,27,2397,,2555,1587,2073
15,9230,11956,,13233,4,1999
22,1396,1745,Analytics,1830,13,2483
61,27,515,,12967,4,104
26,1385,1729,Analytics,1812,3,1433
45,9547,12371,,13718,535,2602
14,4752,5995,,6532,917,1481
39,2112,8919,Analytics,9813,190,566
18,8561,12060,,9895,13,5
25,4597,5798,,6311,7,602
20,9606,10769,,11903,11,1904
8,9607,12450,,13814,22,621
45,27,12451,,13815,10,1823
9,8800,12452,,13816,28,1395
2,27,12453,Analytics,13817,3,1192
39,7269,9266,,10211,4,422
3,9608,12454,Analytics,13818,7,2319
26,27,2918,,3121,239,2612
82,9609,12455,,13819,5,740
59,3919,4921,,5346,7,2415
47,9610,6217,,13820,13,464
45,2552,3185,,3413,507,1921
31,27,12456,,13821,1588,943
31,27,10316,Analytics,11407,498,1785
23,9611,12457,analytic,13822,5,740
27,9612,12458,,13823,4,2593
35,27,633,Analytics,8205,4,2471
5,4499,456,,6182,5,1047
10,7035,8960,,9855,15,565
35,27,633,Analytics,1084,4,2471
8,27,12459,,3239,543,2309
43,9613,12460,,13824,111,547
13,9614,12461,,13825,1589,426
14,4788,6321,,6911,13,1944
22,9615,12462,,13826,13,26
47,9616,12463,,13827,15,102
81,9617,12464,,13828,5,2631
4,9618,12465,,13829,413,2205
75,2015,12466,Analytics,13830,4,2641
6,6013,7588,,8338,483,53
15,5321,6698,,7340,16,2563
18,9619,12467,,13831,15,1905
26,27,10607,Analytics,12091,4,1524
46,27,12468,,13832,15,576
22,29,8001,,6694,4,104
35,6077,633,,8438,207,1604
37,9620,12469,,13833,22,2533
17,1600,8374,,10155,5,740
22,4841,6091,,6649,930,1378
24,2146,8967,Analytics,9863,5,1115
5,5,7027,,1098,5,740
22,27,5990,,13834,4,104
27,9621,12470,,13835,6,1364
8,9622,12471,,13836,5,2133
35,6662,8450,,9310,5,684
92,1737,2175,Analytics,2308,22,2120
17,1751,401,Analytics,2326,13,450
20,5669,12472,,13837,4,907
26,59,63,Analytics,63,13,836
56,6324,8000,Analytics,8819,4,162
22,29,2761,Analytics,13838,5,104
14,9623,1838,,13839,7,743
14,9624,12473,,13840,4,2036
14,6216,7865,,8657,25,46
10,27,4777,,5191,13,2320
21,6328,8006,,8823,13,81
22,4757,355,Analytics,6540,13,1523
47,5328,6706,,7348,4,161
5,5,7027,,1099,5,740
24,7933,10134,Analytics,11202,7,744
22,9625,12474,,13841,4,2672
13,6268,7936,,8737,4,1144
22,1119,1395,Analytics,1453,22,2154
9,27,8551,,9418,5,2380
26,9626,12475,,13842,1087,968
40,27,9377,,10343,1590,1209
4,4982,6258,Analytics,6839,13,1638
27,27,7894,Analytics,8695,7,2424
72,9627,12476,,13843,4,2537
22,27,3655,,3932,3,1953
6,5539,6980,,7647,3,1629
45,27,12477,,13844,34,610
23,1469,7176,,7866,379,1098
1,3110,868,,4206,7,154
17,6148,7782,Analytics,8558,5,2610
30,9628,12478,,13845,22,1957
16,7553,9622,analytics,10626,4,1
11,9629,12479,,13846,5,512
21,9630,12480,,13847,1018,1855
50,9631,12481,,13848,13,566
45,8954,11562,,12803,722,221
9,9632,5259,,13849,15,272
6,9633,11,,13850,5,1115
47,9634,12482,,13851,266,908
6,9635,12483,Analytics,13852,15,2278
17,4621,5833,analytic,6349,4,668
25,9636,7707,Analytics,13853,4,691
9,4182,5263,Analytics,5722,13,603
6,7465,9509,,10501,25,2262
18,27,3808,,4113,635,2503
35,9637,12484,,13854,96,66
22,4193,5279,,5739,22,1738
43,9008,11637,,12882,49,1914
54,27,12485,,13855,1022,581
8,27,6801,,7448,547,2669
3,5891,7426,analytic,8158,5,1040
35,7634,9737,analytic,10759,15,216
14,27,12486,,13856,1591,2436
16,27,2725,Analytics,2910,22,1409
108,27,4572,,4966,4,1613
130,9638,12487,,13857,4,2384
20,9639,4247,,13858,31,1017
5,5553,6994,analytics,7665,5,1258
16,27,4859,Analytics,12606,15,1899
22,9640,259,Analytics,13859,13,2405
22,9641,12488,,13860,657,1527
31,27,59,,59,962,654
9,147,12489,,13861,22,1147
16,9642,12490,,13862,1034,2443
43,9643,12491,,13863,6,863
22,9644,278,,13864,10,2522
105,8897,11483,,12712,4,2641
35,9559,12386,,13739,52,232
16,3004,3763,,4062,13,2360
8,9645,12492,,13865,4,2492
18,27,12493,,13866,34,1562
35,9646,12494,,13867,13,319
34,6211,7860,,8651,600,1665
20,7613,9705,,10720,13,1597
10,3962,4970,,5398,13,104
16,3868,4850,,5275,64,2382
14,9647,12495,Analytics,13868,4,419
21,9648,12496,,13869,649,305
17,27,12497,,13870,15,1965
11,135,157,Analytics,159,4,1588
18,4202,5292,,13871,5,1125
57,9649,12498,,13872,1592,169
26,9650,12499,,13873,13,2400
6,5121,6450,,7060,86,5
4,9651,12500,,13874,14,1115
27,3032,3797,,4100,7,2004
31,4341,5479,,7768,13,1934
12,9652,12501,analytics,13875,4,1710
26,27,5446,analytics,8366,49,1991
13,9653,12502,,13876,312,2109
26,27,12503,,13877,7,1715
61,9654,12504,,13878,1593,907
20,9655,12505,,13879,5,283
8,4794,6041,,6587,281,766
26,9347,12105,,13406,5,1877
16,9656,12506,,13880,22,2350
14,7278,9274,analytics,6571,4,163
35,610,1493,Analytics,1558,281,2186
22,9657,12507,,13881,75,1223
15,9241,12508,,13882,4,2413
26,27,12509,,13883,1594,915
6,9658,12510,,13884,1075,286
9,9006,11635,,12880,13,2150
15,217,5100,Analytics,5536,14,1115
53,9659,12511,,13885,1513,2224
31,27,279,,59,1393,654
20,9178,11875,,13146,173,919
30,3705,4633,Analytics,5031,4,1646
12,2714,3385,Analytics,3637,13,1921
6,6558,8320,,9173,7,1567
14,9660,12512,Analytics,13886,36,545
30,9218,11933,,13211,1528,1157
16,4774,6021,,12406,4,2637
12,9661,1684,,13887,4,1609
20,1191,1486,Analytics,1551,122,650
15,6996,8900,Analytics,9789,5,2169
46,2955,3702,,12419,11,1125
16,9662,12513,,13888,4,531
46,9663,12514,Analytics,13889,13,599
44,8597,11064,,12243,67,133
15,5248,6609,Analytics,7239,15,1646
22,73,12515,,1304,22,2674
16,5221,6573,,7201,15,460
22,27,12516,,13214,741,967
5,1691,2121,,2246,384,1301
35,5969,7526,Analytics,8272,399,1213
12,27,85,,5321,5,1018
44,1351,6319,,13890,4,2248
46,6623,8400,analytic,9259,3,476
37,9664,12517,,13891,1595,5
23,27,9761,,10789,4,1552
35,27,12518,Analytics,13892,1596,1247
17,1464,10895,analytics,12045,5,740
22,27,231,,1703,4,104
47,1395,12519,Analytics,1829,4,1591
56,5413,6822,Analytics,7467,266,2190
33,9665,12520,,13893,3,1433
75,2259,1310,,2730,4,1886
13,27,5367,,5835,15,1974
17,27,8604,,4860,5,942
36,1072,415,,8834,4,464
24,9666,12521,,13894,14,1839
20,7466,9510,ANALYTICS,10502,1276,720
17,54,12522,,13895,11,1125
26,27,12523,,13896,15,444
47,9667,12524,,13897,4,1591
22,4341,9138,,10061,13,183
30,27,8293,Analytics,1713,7,2030
51,8746,11280,,12482,6,1763
9,7754,9883,Analytics,10932,13,762
24,1324,1657,,1738,111,292
17,1790,2239,analytics,2379,6,403
31,9668,12525,,13898,98,1256
45,9051,11694,Analytics,9705,6,1321
18,9619,12467,,13831,15,1905
9,27,396,,396,22,104
12,7014,8927,,9821,4,1706
4,9669,1156,,13899,3,481
22,1271,1331,analytic,1663,7,184
18,27,119,Analytics,3281,4,104
5,6549,8308,,13900,11,1114
56,8621,11092,,12273,49,758
16,27,6438,,7049,67,1733
21,6368,8066,,8898,22,2143
6,9635,12483,Analytics,13852,15,2278
35,7428,9466,,10448,5,631
16,9670,12526,,13901,4,2268
24,9671,1586,,13902,4,863
100,9672,12527,analytics,13903,13,2025
9,9673,12528,,13904,4,2688
14,29,2844,,1147,13,104
56,6115,8044,,8498,7,2226
53,27,4247,,13905,1597,1280
53,9674,12529,,13906,441,2092
22,9675,12530,Analytics,13907,52,2471
26,2273,2296,,3035,22,1759
4,9676,12531,,13908,389,1822
6,6696,8920,,9814,7,2258
22,8782,4644,,8592,4,104
26,27,5746,,6254,13,1843
34,126,147,,147,51,1931
26,27,12532,,13909,152,972
6,9677,12533,,13910,214,1756
57,8079,10352,,11445,13,2398
16,940,1184,,1226,13,1550
3,8105,4920,Analytics,11479,15,2492
13,1940,2418,,2578,343,2400
37,2541,3172,Analytics,3398,7,2036
47,9678,12534,,13911,15,933
39,5409,6817,analytics,7462,22,2153
54,7489,9535,,10535,1279,2024
20,27,12535,,13912,13,176
5,9679,12536,,13913,25,1019
13,27,9717,Analytics,10736,287,1854
1,2156,12196,,13515,67,740
13,9680,12537,,13914,96,441
16,27,11596,Analytics,12840,6,2509
6,2808,3686,,3969,3,2360
61,27,545,,13915,22,104
50,7694,9817,,10852,4,1855
22,27,119,,13916,7,104
30,9424,628,,13529,4,2190
3,1756,2197,,2332,15,2025
35,9681,12538,Analytics,13917,4,1710
30,2663,8041,Analytics,3570,1137,908
14,284,12539,,13918,4,1114
65,27,1946,,2052,399,2322
35,27,8048,,8876,7,1076
5,27,2789,,13919,15,192
5,9682,12540,,13920,13,2398
91,9683,12541,,13921,7,600
17,4812,259,,13922,49,1214
22,27,2475,Analytics,2640,166,1039
10,7575,9652,Analytics,10663,241,1291
16,9684,12542,,13923,658,786
56,5020,12543,,6901,49,1951
5,5,5,,5,5,740
22,9685,12544,,13924,67,257
6,3691,4608,,5005,5,1902
18,9686,12545,Analytics,13925,4,2641
26,9687,12546,,13926,13,193
22,9688,12547,,13927,7,1468
9,27,12548,,13928,13,2683
6,4194,5280,,5740,25,2025
26,27,10123,Analytics,11188,7,2030
14,29,2844,,1147,4,104
24,2510,3128,,3352,22,754
14,7904,12549,,13929,22,68
47,2075,2596,,2771,13,2628
22,7287,9798,,10232,22,2116
6,3484,4362,,4726,13,2034
36,9689,12550,,13930,15,1104
26,27,1415,,13931,31,2576
24,7038,8965,,9859,4,2166
27,12,3238,Analytics,3475,3,1125
13,6271,7939,,8741,22,1112
83,9690,12551,,13932,4,2537
66,7419,134,,10434,4,345
6,9346,12104,Analytics,5265,15,400
35,7202,12552,,13933,13,806
23,9024,11659,,12900,104,690
91,9691,12553,,13934,7,2411
17,9692,12554,,13935,15,206
12,7400,1156,,10405,1268,1594
24,27,2585,,2755,22,1467
6,8609,11076,,12256,7,2003
75,9693,12555,,13936,4,605
57,27,12556,,13937,393,976
22,9694,12557,,8285,48,278
54,9025,11662,ANALYTICS,12904,67,1149
35,4957,6231,,7805,1035,194
16,9695,12558,analytics,13938,3,1433
42,9696,12559,,13939,66,2127
62,9697,12560,,13940,4,1051
1,27,7904,,13941,15,104
13,9698,12561,,13942,5,597
47,186,11422,,221,4,486
35,27,9063,,9979,4,197
33,579,723,Analytics,2829,5,2239
35,85,97,,13943,4,1829
23,9699,191,,13944,1205,1618
26,9700,12562,,13945,4,489
15,5248,6609,Analytics,7239,15,1646
6,9215,11929,Analytics,13208,3,1881
8,4652,5872,Analytics,6391,7,398
35,4098,5157,,5597,4,1119
22,7943,10149,,11217,15,892
8,891,1121,,1157,13,2203
37,6457,8188,analytics,9029,4,1680
15,27,1354,,1407,22,713
83,9701,12563,,13946,148,2276
56,9062,11713,,12957,5,1968
75,9702,12564,,13947,13,1957
6,27,6499,,7117,4,2136
27,5683,12565,,7847,13,1697
65,2639,3297,,3541,7,2154
35,27,12566,,13948,343,589
39,878,1103,,1138,256,962
52,3182,3996,,4318,15,275
22,9140,1604,Analytics,13083,7,104
16,9703,12567,,13949,6,2237
22,1543,1922,,9550,11,908
1,6149,11,Analytics,8559,22,2575
23,27,3958,,4276,4,843
8,9704,12568,,13950,22,1739
104,9604,12569,,13951,4,161
22,9705,12570,,13952,1549,443
6,9706,574,,587,1598,1328
54,4892,6155,,6722,13,1431
3,3318,11196,,12385,11,1542
1,6425,8139,,8977,6,1007
14,27,10667,,11794,13,930
16,7895,8885,,11136,13,2535
12,3416,731,,13953,7,862
26,27,1477,,13537,4,1959
9,8809,9337,,12578,13,1935
6,9707,12571,,13954,4,1201
22,29,12572,,13955,4,104
81,3998,5025,,5448,5,740
34,27,6672,,2224,15,2490
47,364,452,Analytics,462,5,486
15,3708,4639,Analytics,5036,6,963
10,9708,12573,ANALYTICS,13956,4,1149
16,27,12574,,13957,5,1191
6,9709,12575,,13958,5,2651
13,9710,12576,,13959,152,1338
40,9711,3891,,13960,386,1568
35,6757,8584,,9455,74,1859
6,476,10493,,2476,554,1115
19,203,243,Analytics,247,5,2456
